"name" "chrom" "strand" "txStart" "txEnd" "cdsStart" "cdsEnd" "name2" "width"
"NM_001170704" "chrX" "-" 131503342 131623996 131513693 131540309 "MBNL3" 120654
"NM_001080480" "chr6" "-" 20099915 20212695 20102516 20212465 "MBOAT1" 112780
"NM_001321265" "chr2" "-" 8992819 9143879 8998808 9083347 "MBOAT2" 151060
"NM_001100916" "chr8" "-" 29989186 30002200 29989458 30002117 "MBOAT4" 13014
"NM_024298" "chr19" "-" 54677105 54693733 54677737 54692362 "MBOAT7" 16628
"NM_001025101" "chr18" "-" 74690788 74844774 74692382 74817217 "MBP" 153986
"NM_017643" "chr17" "-" 49254785 49337427 49257936 49302522 "MBTD1" 82642
"NM_003791" "chr16" "-" 84087365 84150548 84088053 84135388 "MBTPS1" 63183
"NM_015884" "chrX" "+" 21857655 21903541 21857852 21900773 "MBTPS2" 45886
"NM_002386" "chr16" "+" 89984286 89987385 89985666 89986620 "MC1R" 3099
"NM_001291911" "chr18" "-" 13882042 13915706 13884623 13885517 "MC2R" 33664
"NM_019888" "chr20" "+" 54823787 54824871 54823899 54824871 "MC3R" 1084
"NM_005912" "chr18" "-" 58038563 58040001 58038583 58039582 "MC4R" 1438
"NM_005913" "chr18" "+" 13825542 13826861 13825764 13826742 "MC5R" 1319
"NM_006500" "chr11" "-" 119179233 119187840 119180595 119187811 "MCAM" 8607
"NR_046423" "chr22" "-" 43528211 43539403 43539403 43539403 "MCAT" 11192
"NM_001085377" "chr5" "-" 112357795 112824527 112362998 112824111 "MCC" 466732
"NM_001293273" "chr3" "-" 182733005 182817375 182733225 182812390 "MCCC1" 84370
"NM_022132" "chr5" "+" 70883114 70954530 70883252 70952687 "MCCC2" 71416
"NM_001011700" "chr6" "+" 31496738 31498008 31496791 31497712 "MCCD1" 1270
"NM_032601" "chr2" "-" 71336805 71357394 71337099 71357349 "MCEE" 20589
"NM_174918" "chr19" "+" 7741942 7744719 7741967 7744000 "MCEMP1" 2777
"NM_001171876" "chrX" "-" 138663929 138790381 138664629 138733903 "MCF2" 126452
"NM_001112732" "chr13" "+" 113623534 113754053 113623693 113751173 "MCF2L" 130519
"NM_015078" "chr3" "-" 182895791 183146057 182897167 183145765 "MCF2L2" 250266
"NR_034002" "chr13" "-" 113621797 113622952 113622952 113622952 "MCF2L-AS1" 1155
"NM_001171508" "chr2" "-" 47129008 47168994 47132601 47136310 "MCFD2" 39986
"NM_005297" "chr22" "+" 41075181 41078818 41075449 41077932 "MCHR1" 3637
"NM_032503" "chr6" "-" 100367785 100442114 100368815 100404023 "MCHR2" 74329
"NR_038384" "chr6" "+" 100441913 100524295 100524295 100524295 "MCHR2-AS1" 82382
"NM_001190787" "chr5" "-" 54515424 54523143 54516193 54522966 "MCIDAS" 7719
"NM_182763" "chr1" "-" 150547026 150552214 150549839 150552006 "MCL1" 5188
"NM_018518" "chr10" "+" 13203553 13253104 13206202 13251310 "MCM10" 49551
"NR_073375" "chr3" "+" 127317199 127341278 127341278 127341278 "MCM2" 24079
"NM_002388" "chr6" "-" 52128811 52149679 52129385 52149607 "MCM3" 20868
"NM_003906" "chr21" "-" 47655038 47705308 47655181 47705200 "MCM3AP" 50270
"NR_110565" "chr21" "+" 47649144 47671615 47671615 47671615 "MCM3AP-AS1" 22471
"NM_182746" "chr8" "+" 48872762 48890719 48873704 48889338 "MCM4" 17957
"NM_006739" "chr22" "+" 35796115 35820495 35796431 35820248 "MCM5" 24380
"NM_005915" "chr2" "-" 136597195 136634047 136598404 136633935 "MCM6" 36852
"NM_001278595" "chr7" "-" 99690350 99699563 99690554 99696699 "MCM7" 9213
"NM_001281520" "chr20" "+" 5931297 5975852 5932661 5975037 "MCM8" 44555
"NR_110101" "chr20" "-" 5971440 5986467 5986467 5986467 "MCM8-AS1" 15027
"NM_017696" "chr6" "-" 119134611 119252903 119135986 119252888 "MCM9" 118292
"NM_001256379" "chr10" "-" 121588915 121633140 121590985 121612616 "MCMBP" 44225
"NM_173518" "chr8" "+" 67782983 67834283 67786375 67831404 "MCMDC2" 51300
"NM_020533" "chr19" "+" 7587495 7598895 7587636 7598681 "MCOLN1" 11400
"NM_153259" "chr1" "-" 85391265 85462805 85392367 85462555 "MCOLN2" 71540
"NM_001253693" "chr1" "-" 85483764 85514223 85484805 85511043 "MCOLN3" 30459
"NM_001322042" "chr8" "+" 6264112 6506026 6264188 6500548 "MCPH1" 241914
"NR_125386" "chr8" "-" 6473123 6565730 6565730 6565730 "MCPH1-AS1" 92607
"NM_001288799" "chr17" "-" 79780236 79791170 79781122 79782382 "MCRIP1" 10934
"NR_138607" "chr16" "+" 691803 698474 698474 698474 "MCRIP2" 6671
"NM_001278341" "chr12" "-" 49952076 49961928 49952425 49957313 "MCRS1" 9852
"NM_024717" "chr5" "-" 94041241 94620279 94043200 94620279 "MCTP1" 579038
"NM_001159643" "chr15" "+" 94841429 95027181 94841494 95022263 "MCTP2" 185752
"NM_014060" "chrX" "+" 119737743 119755016 119738091 119746119 "MCTS1" 17273
"NM_001270679" "chr10" "+" 74451888 74647452 74451909 74645580 "MCU" 195564
"NM_017918" "chr4" "+" 110481354 110608872 110481493 110608748 "MCUB" 127518
"NM_001031713" "chr6" "-" 13786780 13814792 13791040 13814661 "MCUR1" 28012
"NM_014641" "chr6" "-" 30667583 30685458 30668241 30682952 "MDC1" 17875
"NR_133647" "chr6" "+" 30670843 30680961 30680961 30680961 "MDC1-AS1" 10118
"NM_001300804" "chr6" "+" 41604914 41621982 41606487 41621313 "MDFI" 17068
"NM_199072" "chr7" "+" 114562208 114659970 114562471 114655989 "MDFIC" 97762
"NM_153487" "chr6" "-" 37600283 37665766 37605143 37664587 "MDGA1" 65483
"NM_001113498" "chr14" "-" 47308827 48144157 47311133 48143792 "MDGA2" 835330
"NM_005917" "chr2" "+" 63815742 63834330 63816177 63834121 "MDH1" 18588
"NR_104261" "chr2" "-" 207602488 207630273 207630273 207630273 "MDH1B" 27785
"NM_005918" "chr7" "+" 75677336 75696827 75677478 75695728 "MDH2" 19491
"NM_001270550" "chr11" "+" 46402333 46405387 46403607 46405044 "MDK" 3054
"NM_001205028" "chr12" "-" 68688345 68726161 68689033 68726025 "MDM1" 37816
"NM_002392" "chr12" "+" 69201951 69239324 69202257 69233629 "MDM2" 37373
"NM_001278519" "chr1" "+" 204485506 204527248 204494646 204518810 "MDM4" 41742
"NM_014611" "chr6" "-" 90352493 90529513 90353723 90529326 "MDN1" 177020
"NM_138476" "chr14" "-" 24683142 24685276 24683229 24685161 "MDP1" 2134
"NR_027042" "chr1" "+" 23953823 23967056 23967056 23967056 "MDS2" 13233
"NM_002395" "chr6" "-" 83920109 84140938 83921642 84140673 "ME1" 220829
"NM_001168335" "chr18" "+" 48405431 48476162 48422190 48473409 "ME2" 70731
"NM_001161586" "chr11" "-" 86152149 86383678 86152320 86382986 "ME3" 231529
"NM_001318943" "chr6" "-" 42979750 42984624 42980207 42981116 "MEA1" 4874
"NR_073092" "chr1" "-" 37955560 37980420 37980420 37980420 "MEAF6" 24860
"NR_131926" "chr6" "-" 165206865 165235552 165235552 165235552 "MEAT6" 28687
"NM_001205194" "chr3" "-" 168801286 169381563 168802696 168849265 "MECOM" 580277
"NM_004992" "chrX" "-" 153287263 153363188 153295817 153357667 "MECP2" 75925
"NM_001024732" "chr1" "-" 29519168 29557470 29520533 29543145 "MECR" 38302
"NM_004774" "chr17" "-" 37560537 37607527 37563727 37607315 "MED1" 46990
"NM_032286" "chr5" "-" 6372038 6378639 6372615 6378596 "MED10" 6601
"NM_001001683" "chr17" "+" 4634702 4636905 4634784 4636482 "MED11" 2203
"NM_005120" "chrX" "+" 70338405 70362304 70338604 70362068 "MED12" 23899
"NM_053002" "chr3" "+" 150804584 151154465 150804713 151150592 "MED12L" 349881
"NM_005121" "chr17" "-" 60019965 60142643 60023828 60142566 "MED13" 122678
"NM_015335" "chr12" "-" 116396380 116714991 116399070 116714936 "MED13L" 318611
"NM_004229" "chrX" "-" 40508794 40594804 40511057 40594664 "MED14" 86010
"NM_001289773" "chrX" "+" 40594647 40597953 40594700 40597510 "MED14OS" 3306
"NM_001293236" "chr22" "+" 20861828 20941919 20861965 20940991 "MED15" 80091
"NR_033903" "chr2" "+" 130887195 130896986 130896986 130896986 "MED15P9" 9791
"NM_005481" "chr19" "-" 867961 893218 868100 891131 "MED16" 25257
"NM_004268" "chr11" "+" 93517404 93546496 93517679 93545230 "MED17" 29092
"NM_001127350" "chr1" "+" 28655512 28662478 28657173 28661481 "MED18" 6966
"NM_001317078" "chr11" "-" 57471180 57479795 57471509 57479702 "MED19" 8615
"NM_001305457" "chr6" "-" 41873090 41888885 41875000 41888756 "MED20" 15795
"NM_001271811" "chr12" "+" 27175454 27183606 27175512 27180331 "MED21" 8152
"NM_133640" "chr9" "-" 136207750 136215011 136208354 136213517 "MED22" 7261
"NM_015979" "chr6" "-" 131895105 131949379 131895432 131949189 "MED23" 54274
"NM_001330211" "chr17" "-" 38175349 38210995 38175781 38209851 "MED24" 35646
"NM_030973" "chr19" "+" 50321535 50340237 50321598 50340201 "MED25" 18702
"NM_004831" "chr19" "-" 16685717 16739015 16686837 16738754 "MED26" 53298
"NM_001253881" "chr9" "-" 134735496 134955274 134735924 134955231 "MED27" 219778
"NM_025205" "chr4" "+" 17616250 17627251 17616277 17625421 "MED28" 11001
"NM_001317770" "chr19" "+" 39881942 39891277 39881999 39888397 "MED29" 9335
"NM_001282986" "chr8" "+" 118532951 118552501 118533115 118552217 "MED30" 19550
"NM_016060" "chr17" "-" 6546632 6554954 6547786 6554848 "MED31" 8322
"NM_001270629" "chr13" "-" 48649863 48669277 48651274 48664541 "MED4" 19414
"NR_046511" "chr13" "+" 48651272 48654129 48654129 48654129 "MED4-AS1" 2857
"NM_001284209" "chr14" "-" 71049937 71067407 71051529 71067354 "MED6" 17470
"NM_004270" "chr5" "-" 156565450 156569921 156565740 156566442 "MED7" 4471
"NM_001001653" "chr1" "-" 43849578 43855483 43850712 43853176 "MED8" 5905
"NM_018019" "chr17" "+" 17380299 17396534 17380355 17394809 "MED9" 16235
"NM_032849" "chr13" "+" 31480311 31499709 31480652 31498572 "MEDAG" 19398
"NM_005587" "chr15" "+" 100106132 100256693 100173324 100252976 "MEF2A" 150561
"NM_001145785" "chr19" "-" 19256375 19281098 19256605 19261544 "MEF2B" 24723
"NM_001131005" "chr5" "-" 88014057 88199922 88018420 88119605 "MEF2C" 185865
"NR_136218" "chr5" "+" 88179146 88763398 88763398 88763398 "MEF2C-AS1" 584252
"NM_005920" "chr1" "-" 156433512 156470634 156437436 156453084 "MEF2D" 37122
"NM_000243" "chr16" "-" 3292027 3306627 3293140 3306587 "MEFV" 14600
"NR_046466" "chr14" "+" 101292444 101327360 101327360 101327360 "MEG3" 34916
"NR_024149" "chr14" "+" 101361106 101373305 101373305 101373305 "MEG8" 12199
"NR_047664" "chr14" "+" 101536247 101539273 101539273 101539273 "MEG9" 3026
"NM_001256545" "chr5" "+" 126626455 126796910 126667000 126793010 "MEGF10" 170455
"NM_032445" "chr15" "-" 66187633 66546075 66190271 66420741 "MEGF11" 358442
"NM_001409" "chr1" "-" 3404505 3528059 3407091 3527832 "MEGF6" 123554
"NM_001410" "chr19" "+" 42829760 42882921 42830395 42880927 "MEGF8" 53161
"NM_001080497" "chr9" "-" 123363195 123476765 123367467 123476636 "MEGF9" 113570
"NM_152513" "chr22" "+" 42095517 42195459 42095542 42195303 "MEI1" 99942
"NM_001282136" "chr6" "+" 78359990 78636759 78400388 78633063 "MEI4" 276769
"NM_001080836" "chr10" "+" 15001437 15014850 15008467 15014640 "MEIG1" 13413
"NM_001303622" "chr5" "-" 131142683 131281391 131142928 131281198 "MEIKIN" 138708
"NM_001163560" "chr16" "-" 1883983 1922179 1884256 1918176 "MEIOB" 38196
"NM_001145080" "chr17" "+" 42733761 42753165 42733981 42751564 "MEIOC" 19404
"NM_002398" "chr2" "+" 66662531 66799891 66662988 66796240 "MEIS1" 137360
"NR_046625" "chr2" "-" 66666226 66667462 66667462 66667462 "MEIS1-AS2" 1236
"NR_046438" "chr2" "-" 66650474 66660602 66660602 66660602 "MEIS1-AS3" 10128
"NM_002399" "chr15" "-" 37183221 37393500 37186954 37390373 "MEIS2" 210279
"NM_001346148" "chr19" "-" 47906374 47925490 47909733 47925448 "MEIS3" 19116
"NR_002211" "chr17" "+" 15690163 15693019 15693019 15693019 "MEIS3P1" 2856
"NM_001256685" "chr9" "+" 36572858 36677680 36581678 36677334 "MELK" 104822
"NM_005929" "chr3" "-" 196728611 196756687 196730242 196756573 "MELTF" 28076
"NR_038285" "chr3" "+" 196729776 196731615 196731615 196731615 "MELTF-AS1" 1839
"NR_126034" "chr2" "-" 32092878 32236121 32236121 32236121 "MEMO1" 143243
"NM_130803" "chr11" "-" 64570985 64578766 64571805 64577581 "MEN1" 7781
"NM_001040002" "chr17" "-" 41717757 41739262 41719277 41738557 "MEOX1" 21505
"NM_005924" "chr7" "-" 15650836 15726308 15652011 15726027 "MEOX2" 75472
"NR_110094" "chr7" "+" 15728002 15736517 15736517 15736517 "MEOX2-AS1" 8515
"NM_005588" "chr6" "+" 46761093 46807519 46761135 46806873 "MEP1A" 46426
"NM_005925" "chr18" "+" 29769986 29800366 29770033 29800208 "MEP1B" 30380
"NM_001194990" "chr7" "+" 100026412 100031749 100029048 100031177 "MEPCE" 5337
"NM_001184694" "chr4" "+" 88742549 88767968 88755866 88767598 "MEPE" 25419
"NM_006343" "chr2" "+" 112656190 112786945 112656312 112786441 "MERTK" 130755
"NM_022566" "chr15" "+" 81293294 81296345 81294612 81295701 "MESDC1" 3051
"NR_126327" "chr15" "-" 81239667 81282219 81282219 81282219 "MESDC2" 42552
"NM_018670" "chr15" "-" 90293097 90294540 90293374 90294462 "MESP1" 1443
"NM_001039958" "chr15" "+" 90319588 90321982 90319588 90321565 "MESP2" 2394
"NM_177524" "chr7" "+" 130126015 130146138 130135209 130144897 "MEST" 20123
"NR_004382" "chr7" "-" 130126897 130131013 130131013 130131013 "MESTIT1" 4116
"NM_001324402" "chr7" "+" 116312412 116438440 116371811 116436178 "MET" 126028
"NM_015143" "chr4" "+" 99916787 99983960 99916904 99982468 "METAP1" 67173
"NM_001322279" "chr2" "+" 172864803 172947157 172930337 172945134 "METAP1D" 82354
"NM_006838" "chr12" "+" 95867821 95909613 95867955 95907680 "METAP2" 41792
"NM_024042" "chr16" "+" 765172 769655 765289 767387 "METRN" 4483
"NM_001004431" "chr17" "+" 81037566 81052871 81037691 81052320 "METRNL" 15305
"NM_005371" "chr12" "-" 58162350 58165914 58162778 58165866 "METTL1" 3564
"NM_001304467" "chr10" "-" 126446399 126480510 126449071 126477664 "METTL10" 34111
"NM_001136107" "chr1" "+" 170115187 170136923 170115248 170136898 "METTL11B" 21736
"NM_001043229" "chr11" "+" 62432778 62434923 62433351 62434523 "METTL12" 2145
"NM_015935" "chr1" "+" 171750760 171766856 171751107 171765896 "METTL13" 16096
"NM_020961" "chr4" "+" 119606524 119633425 119606689 119631457 "METTL14" 26901
"NM_001113528" "chr11" "+" 28129797 28355054 28134881 28352388 "METTL15" 225257
"NM_024086" "chr17" "-" 2319347 2415200 2323263 2405625 "METTL16" 95853
"NM_001029991" "chr14" "+" 21457964 21465194 21458161 21465042 "METTL17" 7230
"NM_033418" "chr1" "-" 169761669 169764117 169761717 169762836 "METTL18" 2448
"NM_001330132" "chr2" "-" 208445354 208490777 208446545 208489099 "METTL21A" 45423
"NM_015433" "chr12" "+" 58166382 58176324 58166507 58174429 "METTL21B" 9942
"NM_001010977" "chr13" "-" 103338096 103346871 103338380 103346848 "METTL21C" 8775
"NR_026965" "chr13" "+" 103532448 103548383 103548383 103548383 "METTL21EP" 15935
"NM_024109" "chr16" "+" 8715496 8740079 8719522 8740000 "METTL22" 24583
"NM_001302705" "chr17" "+" 74722911 74729963 74725787 74729768 "METTL23" 7052
"NM_001123364" "chr6" "-" 110567148 110679475 110567148 110679475 "METTL24" 112327
"NM_001319675" "chr12" "+" 82752275 82873016 82780583 82872803 "METTL25" 120741
"NM_001040160" "chr16" "-" 684426 686366 684525 686290 "METTL26" 1940
"NM_181725" "chr17" "+" 60501245 60527454 60501263 60526090 "METTL2A" 26209
"NM_018396" "chr7" "+" 128116782 128142978 128116819 128141970 "METTL2B" 26196
"NM_019852" "chr14" "-" 21966274 21979517 21966401 21979365 "METTL3" 13243
"NM_001308401" "chr18" "-" 2537523 2571502 2539065 2567215 "METTL4" 33979
"NM_001293186" "chr2" "-" 170668266 170681441 170668329 170681107 "METTL5" 13175
"NM_152396" "chr3" "-" 15451266 15469054 15452762 15468018 "METTL6" 17788
"NM_014033" "chr12" "+" 51318533 51326300 51318821 51323933 "METTL7A" 7767
"NM_152637" "chr12" "+" 56075329 56078394 56075538 56077833 "METTL7B" 3065
"NM_001321157" "chr2" "-" 172172255 172291313 172180681 172291191 "METTL8" 119058
"NM_001288659" "chr16" "+" 21608541 21668794 21608576 21666753 "METTL9" 60253
"NM_001093725" "chr1" "-" 156041803 156051789 156046364 156051789 "MEX3A" 9986
"NM_032246" "chr15" "-" 82334118 82338484 82335500 82338046 "MEX3B" 4366
"NM_016626" "chr18" "-" 48700919 48724051 48702720 48723690 "MEX3C" 23132
"NM_001174118" "chr19" "-" 1554667 1568057 1555329 1568057 "MEX3D" 13390
"NM_005926" "chr15" "-" 44096732 44116951 44097291 44116767 "MFAP1" 20219
"NM_017459" "chr1" "-" 17300998 17308081 17301414 17304768 "MFAP2" 7083
"NM_001135037" "chr5" "+" 153418518 153437014 153432622 153433273 "MFAP3" 18496
"NM_001301647" "chr4" "-" 170907747 170947581 170912528 170913449 "MFAP3L" 39834
"NM_002404" "chr17" "-" 19286754 19290532 19287774 19290468 "MFAP4" 3778
"NR_123734" "chr12" "-" 8798538 8815484 8815484 8815484 "MFAP5" 16946
"NM_001277061" "chr2" "+" 228189866 228222552 228194461 228221833 "MFF" 32686
"NM_005928" "chr15" "-" 89441913 89456700 89442625 89456550 "MFGE8" 14787
"NM_004225" "chr8" "-" 8641998 8751131 8643531 8750568 "MFHAS1" 109133
"NM_033540" "chr3" "+" 179065479 179111008 179066639 179109847 "MFN1" 45529
"NM_001127660" "chr1" "+" 12040237 12073572 12049225 12071622 "MFN2" 33335
"NM_002405" "chr22" "-" 37865100 37882478 37866000 37882215 "MFNG" 17378
"NM_031433" "chr11" "-" 119209643 119217383 119212257 119217223 "MFRP" 7740
"NM_001167903" "chr3" "+" 158519714 158547508 158519794 158546771 "MFSD1" 27794
"NM_001146069" "chr4" "-" 2932287 2936586 2932564 2935650 "MFSD10" 4299
"NM_001242534" "chr17" "+" 74732646 74775336 74734434 74774434 "MFSD11" 42690
"NM_001287529" "chr19" "-" 3544196 3557582 3544707 3557401 "MFSD12" 13386
"NM_024789" "chr10" "+" 104221169 104236802 104228786 104235741 "MFSD13A" 15633
"NR_136333" "chr16" "+" 22397089 22418918 22418918 22418918 "MFSD13B" 21829
"NM_033055" "chr1" "+" 100503788 100548929 100503788 100547765 "MFSD14A" 45141
"NM_032558" "chr9" "+" 97136832 97223202 97137101 97221694 "MFSD14B" 86370
"NR_002894" "chr9" "-" 99708326 99775862 99775862 99775862 "MFSD14C" 67536
"NM_001136493" "chr1" "+" 40420783 40435640 40420964 40435240 "MFSD2A" 14857
"NM_001346880" "chr2" "+" 24232956 24249645 24232966 24248326 "MFSD2B" 16689
"NM_138431" "chr8" "+" 145734418 145736611 145734716 145736547 "MFSD3" 2193
"NM_181644" "chr1" "+" 205538111 205572046 205538197 205569589 "MFSD4A" 33935
"NM_153369" "chr6" "+" 111580481 111590261 111580903 111588322 "MFSD4B" 9780
"NM_001170790" "chr12" "+" 53645369 53648190 53645516 53647972 "MFSD5" 2821
"NM_017694" "chr2" "+" 191273080 191367041 191300755 191364944 "MFSD6" 93961
"NM_152599" "chr17" "-" 8700427 8702667 8700677 8702438 "MFSD6L" 2240
"NM_001294341" "chr4" "-" 675612 683230 675746 682916 "MFSD7" 7618
"NM_152778" "chr4" "-" 128838959 128887139 128841784 128886288 "MFSD8" 48180
"NM_001322080" "chr2" "-" 103331084 103353347 103334878 103348850 "MFSD9" 22263
"NM_001080541" "chr15" "+" 41952609 42062141 41961092 42059478 "MGA" 109532
"NM_004668" "chr7" "+" 141695678 141806547 141705330 141805691 "MGAM" 110869
"NM_001293626" "chr7" "+" 141811548 141922124 141816673 141921859 "MGAM2" 110576
"NM_032623" "chr4" "-" 140187316 140201492 140187752 140201312 "MGARP" 14176
"NM_001114617" "chr5" "-" 180217540 180237137 180218633 180219971 "MGAT1" 19597
"NM_002408" "chr14" "+" 50087488 50090199 50087986 50089330 "MGAT2" 2711
"NM_002409" "chr22" "+" 39853324 39888199 39883352 39884954 "MGAT3" 34875
"NR_126469" "chr22" "-" 39871811 39872827 39872827 39872827 "MGAT3-AS1" 1016
"NM_012214" "chr2" "-" 99235568 99347589 99242028 99342795 "MGAT4A" 112021
"NM_014275" "chr5" "-" 179224597 179233952 179225044 179233583 "MGAT4B" 9355
"NM_013244" "chr12" "-" 86373036 87232681 86373066 86383324 "MGAT4C" 859645
"NM_001277353" "chr4" "-" 141364528 141419531 141364589 141419376 "MGAT4D" 55003
"NR_038135" "chr1" "+" 202789384 202796341 202796341 202796341 "MGAT4EP" 6957
"NM_002410" "chr2" "+" 135011829 135212192 135011974 135206418 "MGAT5" 200363
"NM_144677" "chr17" "+" 74864797 74946471 74865111 74944920 "MGAT5B" 81674
"NR_026880" "chr17" "+" 14207056 14209062 14209062 14209062 "MGC12916" 2006
"NR_026897" "chr15" "-" 62929370 62937380 62937380 62937380 "MGC15885" 8010
"NR_026664" "chr2" "-" 240115026 240117153 240117153 240117153 "MGC16025" 2127
"NR_026914" "chr17" "-" 72206134 72209460 72209460 72209460 "MGC16275" 3326
"NR_046216" "chr7" "-" 127937737 127947816 127947816 127947816 "MGC27345" 10079
"NR_027310" "chr1" "+" 78695282 78835147 78835147 78835147 "MGC27382" 139865
"NR_026877" "chr3" "+" 192959567 192961761 192961761 192961761 "MGC2889" 2194
"NR_051996" "chr5" "-" 121772191 121814782 121814782 121814782 "MGC32805" 42591
"NR_073400" "chr1" "+" 62119913 62121800 62121800 62121800 "MGC34796" 1887
"NR_038377" "chr4_gl000193_random" "-" 49162 88375 88375 88375 "MGC39584" 39213
"NR_038359" "chr19" "+" 51320936 51322134 51322134 51322134 "MGC45922" 1198
"NR_003682" "chr17_gl000205_random" "+" 116622 119732 119732 119732 "MGC70870" 3110
"NR_002822" "chr7" "-" 97595907 97601638 97601638 97601638 "MGC72080" 5731
"NM_001142434" "chr10" "-" 103544199 103578222 103546207 103577779 "MGEA5" 34023
"NM_001003794" "chr3" "-" 127407904 127542093 127411040 127540661 "MGLL" 134189
"NM_052865" "chr20" "+" 17949533 17971765 17950502 17970752 "MGME1" 22232
"NM_002412" "chr10" "+" 131265447 131565884 131265479 131565261 "MGMT" 300437
"NM_001190839" "chr12" "-" 15033797 15038996 15035072 15038725 "MGP" 5199
"NM_015246" "chr16" "+" 4674824 4740975 4674961 4738909 "MGRN1" 66151
"NM_001267598" "chr12" "+" 16500576 16530123 16507186 16529098 "MGST1" 29547
"NM_001204367" "chr4" "+" 140586921 140661899 140616396 140625302 "MGST2" 74978
"NM_004528" "chr1" "+" 165600109 165625372 165619084 165624741 "MGST3" 25263
"NR_126491" "chr14" "+" 23884658 23886804 23886804 23886804 "MHRT" 2146
"NM_001202553" "chr19" "+" 41281081 41283398 41281447 41283325 "MIA" 2317
"NM_001329214" "chr14" "+" 39703113 39820397 39703318 39819468 "MIA2" 117284
"NM_001324062" "chr1" "+" 222791443 222841354 222791452 222838961 "MIA3" 49911
"NR_037775" "chr19" "+" 41281441 41302849 41302849 41302849 "MIA-RAB4B" 21408
"NR_003491" "chr22" "+" 27053445 27072440 27072440 27072440 "MIAT" 18995
"NR_110543" "chr22" "+" 27068805 27176856 27176856 27176856 "MIATNB" 108051
"NM_020774" "chr18" "+" 19321289 19450918 19321544 19444627 "MIB1" 129629
"NM_001170686" "chr1" "+" 1550794 1565990 1550839 1565910 "MIB2" 15196
"NM_001289153" "chr6_qbl_hap6" "+" 2661006 2676636 2672087 2673752 "MICA" 15630
"NM_001286613" "chr6" "-" 109765265 109787171 109765393 109786880 "MICAL1" 21906
"NM_001282663" "chr11" "+" 12132122 12285337 12183702 12284067 "MICAL2" 153215
"NM_015241" "chr22" "-" 18270415 18507325 18273497 18389578 "MICAL3" 236910
"NM_032867" "chr11" "+" 12308446 12380691 12313715 12380026 "MICALCL" 72245
"NM_033386" "chr22" "+" 38302154 38338465 38302429 38336837 "MICALL1" 36311
"NM_182924" "chr7" "-" 1473994 1499109 1474231 1498962 "MICALL2" 25115
"NM_001289160" "chr6_qbl_hap6" "+" 2461711 2772598 2767124 2771391 "MICB" 310887
"NM_001195518" "chr10" "-" 74127083 74385949 74127952 74326551 "MICU1" 258866
"NM_152726" "chr13" "-" 22066827 22178355 22067387 22178287 "MICU2" 111528
"NM_181723" "chr8" "+" 16884746 16980148 16884788 16976284 "MICU3" 95402
"NM_033290" "chrX" "-" 10413349 10851809 10417407 10535587 "MID1" 438460
"NM_001098790" "chrX" "+" 38660684 38665783 38664199 38664751 "MID1IP1" 5099
"NR_046706" "chrX" "-" 38660500 38663136 38663136 38663136 "MID1IP1-AS1" 2636
"NM_052817" "chrX" "+" 107069083 107174867 107069656 107170303 "MID2" 105784
"NM_177401" "chr19" "+" 1248551 1259142 1250295 1257271 "MIDN" 10591
"NM_001304564" "chr22" "+" 39896104 39914139 39907299 39911378 "MIEF1" 18035
"NM_001144900" "chr17" "+" 18163847 18169095 18166034 18167405 "MIEF2" 5248
"NM_032339" "chr17" "-" 37884752 37886816 37885774 37886748 "MIEN1" 2064
"NM_001077700" "chr1" "+" 67390577 67454302 67390711 67450583 "MIER1" 63725
"NM_001346105" "chr19" "-" 305574 344841 306689 334534 "MIER2" 39267
"NM_001297598" "chr5" "-" 56215428 56247957 56218954 56247929 "MIER3" 32529
"NM_002415" "chr22" "+" 24236564 24237409 24236661 24237293 "MIF" 845
"NM_001242498" "chr17" "-" 73262309 73267311 73262820 73266276 "MIF4GD" 5002
"NR_038911" "chr22" "-" 24235896 24241117 24241117 24241117 "MIF-AS1" 5221
"NM_198549" "chr1" "+" 78245308 78345225 78245340 78340749 "MIGA1" 99917
"NR_138421" "chr9" "+" 131798789 131834361 131834361 131834361 "MIGA2" 35572
"NM_021933" "chr1" "+" 12079298 12092106 12081783 12091865 "MIIP" 12808
"NM_001291316" "chr17" "+" 62461568 62464760 62461568 62463734 "MILR1" 3192
"NR_024059" "chr19" "+" 57352269 57359922 57359922 57359922 "MIMT1" 7653
"NM_032778" "chr3" "-" 97660660 97691295 97664027 97686437 "MINA" 30635
"NR_120682" "chr8" "-" 144362324 144363870 144363870 144363870 "MINCR" 1546
"NM_001321236" "chr17" "+" 4736634 4801356 4784320 4800582 "MINK1" 64722
"NM_001032363" "chr1" "+" 19923470 19956315 19923539 19952895 "MINOS1" 32845
"NM_001204088" "chr1" "+" 19923470 19984949 19927442 19983622 "MINOS1-NBL1" 61479
"NR_051980" "chr13" "-" 33070350 33072629 33072629 33072629 "MINOS1P1" 2279
"NM_004897" "chr10" "+" 89264222 89313218 89264672 89312235 "MINPP1" 48996
"NM_019005" "chr7" "+" 7606615 7647110 7612106 7646723 "MIOS" 40495
"NM_017584" "chr22" "+" 50925212 50928750 50925326 50928285 "MIOX" 3538
"NM_012064" "chr12" "-" 56843285 56848435 56845063 56848397 "MIP" 5150
"NM_005932" "chr13" "-" 24304327 24463587 24304486 24463459 "MIPEP" 159260
